train_no,train_name,origin_station,destination_station,off_day,station_order,station_name,arrival_time,departure_time,journey_day,page_number
6,Rajshahi Commuter,Chapainawabganj,Ishwardi Jn,,15.0,Abdulpur Jn,12:06,12:06,1.0,19.0
6,Rajshahi Commuter,Chapainawabganj,Ishwardi Jn,,16.0,Azimnagar,12:17,12:17,1.0,19.0
6,Rajshahi Commuter,Chapainawabganj,Ishwardi Jn,,17.0,Ishwardi Bypass,12:27,12:27,1.0,19.0
6,Rajshahi Commuter,Chapainawabganj,Ishwardi Jn,,18.0,Ishwardi Jn,12:40,,1.0,19.0
9,Surma Mail,Dhaka,Sylhet,,1.0,Dhaka,,21:00,1.0,19.0
9,Surma Mail,Dhaka,Sylhet,,2.0,Tejgaon,21:13,21:13,1.0,19.0
9,Surma Mail,Dhaka,Sylhet,,3.0,Dhaka Cantonment,21:25,21:25,1.0,19.0
9,Surma Mail,Dhaka,Sylhet,,4.0,Dhaka Airport,21:35,21:35,1.0,19.0
9,Surma Mail,Dhaka,Sylhet,,5.0,Tongi Jn,22:07,22:07,1.0,19.0
9,Surma Mail,Dhaka,Sylhet,,6.0,Ghorashal,22:37,22:37,1.0,19.0
9,Surma Mail,Dhaka,Sylhet,,7.0,Jinardi,22:47,22:47,1.0,19.0
9,Surma Mail,Dhaka,Sylhet,,8.0,Narsingdi,23:00,23:00,1.0,19.0
9,Surma Mail,Dhaka,Sylhet,,9.0,Amirganj,23:22,23:22,1.0,19.0
9,Surma Mail,Dhaka,Sylhet,,10.0,Khanabari,23:50,23:50,1.0,19.0
9,Surma Mail,Dhaka,Sylhet,,11.0,Hatubhanga,00:00,00:00,2.0,19.0
9,Surma Mail,Dhaka,Sylhet,,12.0,Methikanda,00:22,00:22,2.0,19.0
9,Surma Mail,Dhaka,Sylhet,,13.0,Doulat Kandi,00:51,00:51,2.0,19.0
9,Surma Mail,Dhaka,Sylhet,,14.0,Bhairab Bazar Jn,01:10,01:10,2.0,19.0
9,Surma Mail,Dhaka,Sylhet,,15.0,Ashuganj,01:21,01:21,2.0,19.0
9,Surma Mail,Dhaka,Sylhet,,16.0,Brahmanbaria,01:50,01:50,2.0,19.0
9,Surma Mail,Dhaka,Sylhet,,17.0,Akhaura Jn,02:35,02:35,2.0,19.0
9,Surma Mail,Dhaka,Sylhet,,18.0,Mukundapur,03:20,03:20,2.0,19.0
9,Surma Mail,Dhaka,Sylhet,,19.0,Harashpur,03:33,03:33,2.0,19.0
9,Surma Mail,Dhaka,Sylhet,,20.0,Mantala,03:49,03:49,2.0,19.0
9,Surma Mail,Dhaka,Sylhet,,21.0,Nayapara,04:10,04:10,2.0,19.0
9,Surma Mail,Dhaka,Sylhet,,22.0,Shahjibazar,04:25,04:25,2.0,19.0
9,Surma Mail,Dhaka,Sylhet,,23.0,Shaistaganj Jn,04:50,04:50,2.0,19.0
9,Surma Mail,Dhaka,Sylhet,,24.0,Rashidpur,05:10,05:10,2.0,20.0
9,Surma Mail,Dhaka,Sylhet,,25.0,Satgaon,05:30,05:30,2.0,20.0
9,Surma Mail,Dhaka,Sylhet,,26.0,Sreemangal,05:51,05:51,2.0,20.0
9,Surma Mail,Dhaka,Sylhet,,27.0,Bhanugach,06:16,06:16,2.0,20.0
9,Surma Mail,Dhaka,Sylhet,,28.0,Shamhernagar,06:28,06:28,2.0,20.0
9,Surma Mail,Dhaka,Sylhet,,29.0,Manu,06:40,06:40,2.0,20.0
9,Surma Mail,Dhaka,Sylhet,,30.0,Tilagaon,06:47,06:47,2.0,20.0
9,Surma Mail,Dhaka,Sylhet,,31.0,Langla,06:57,06:57,2.0,20.0
9,Surma Mail,Dhaka,Sylhet,,32.0,Kulaura Jn,07:25,07:25,2.0,20.0
9,Surma Mail,Dhaka,Sylhet,,33.0,Chakapan,07:35,07:35,2.0,20.0
9,Surma Mail,Dhaka,Sylhet,,34.0,Baramchal,07:45,07:45,2.0,20.0
9,Surma Mail,Dhaka,Sylhet,,35.0,Vatera Bazar,07:55,07:55,2.0,20.0
9,Surma Mail,Dhaka,Sylhet,,36.0,Maijgaon,08:12,08:12,2.0,20.0
9,Surma Mail,Dhaka,Sylhet,,37.0,Fenchuganj,08:22,08:22,2.0,20.0
9,Surma Mail,Dhaka,Sylhet,,38.0,Mogla Bazar,08:52,08:52,2.0,20.0
9,Surma Mail,Dhaka,Sylhet,,39.0,Sylhet,09:30,,2.0,19.0
10,Surma Mail,Sylhet,Dhaka,,1.0,Sylhet,,20:20,1.0,19.0
10,Surma Mail,Sylhet,Dhaka,,2.0,Mogla Bazar,20:50,20:50,1.0,20.0
10,Surma Mail,Sylhet,Dhaka,,3.0,Fenchuganj,21:16,21:16,1.0,20.0
10,Surma Mail,Sylhet,Dhaka,,4.0,Maijgaon,21:30,21:30,1.0,20.0
10,Surma Mail,Sylhet,Dhaka,,5.0,Vatera Bazar,21:47,21:47,1.0,20.0
10,Surma Mail,Sylhet,Dhaka,,6.0,Baramchal,22:02,22:02,1.0,20.0
10,Surma Mail,Sylhet,Dhaka,,7.0,Chakapan,22:13,22:13,1.0,20.0
10,Surma Mail,Sylhet,Dhaka,,8.0,Kulaura Jn,22:35,22:35,1.0,20.0
10,Surma Mail,Sylhet,Dhaka,,9.0,Langla,22:50,22:50,1.0,20.0
10,Surma Mail,Sylhet,Dhaka,,10.0,Tilagaon,23:02,23:02,1.0,20.0
10,Surma Mail,Sylhet,Dhaka,,11.0,Manu,23:07,23:07,1.0,20.0
10,Surma Mail,Sylhet,Dhaka,,12.0,Shamhernagar,23:20,23:20,1.0,20.0
10,Surma Mail,Sylhet,Dhaka,,13.0,Bhanugach,00:10,00:10,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,14.0,Sreemangal,00:40,00:40,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,15.0,Satgaon,00:53,00:53,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,16.0,Rashidpur,01:44,01:44,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,17.0,Shaistaganj Jn,02:46,02:46,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,18.0,Shahjibazar,03:04,03:04,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,19.0,Nayapara,03:25,03:25,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,20.0,Mantala,03:49,03:49,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,21.0,Harashpur,04:02,04:02,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,22.0,Mukundapur,04:16,04:16,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,23.0,Akhaura Jn,05:20,05:20,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,24.0,Brahmanbaria,06:05,06:05,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,25.0,Talshahar,06:22,06:22,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,26.0,Ashuganj,06:33,06:33,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,27.0,Bhairab Bazar Jn,06:55,06:55,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,28.0,Doulat Kandi,07:05,07:05,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,29.0,Srinidhi,07:15,07:15,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,30.0,Methikanda,07:24,07:24,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,31.0,Hatubhanga,07:34,07:34,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,32.0,Khanabari,07:44,07:44,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,33.0,Amirganj,07:54,07:54,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,34.0,Narsingdi,08:04,08:04,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,35.0,Jinardi,08:14,08:14,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,36.0,Ghorashal,08:23,08:23,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,37.0,Ghorashal Flag,08:30,08:30,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,38.0,Arikhola,08:42,08:42,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,39.0,Tongi Jn,09:04,09:04,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,40.0,Dhaka Airport,09:16,09:16,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,41.0,Dhaka Cantonment,09:26,09:26,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,42.0,Tejgaon,09:40,09:40,2.0,20.0
10,Surma Mail,Sylhet,Dhaka,,43.0,Dhaka,09:55,,2.0,19.0
11,Noakhali Mail,Noakhali,Dhaka,,1.0,Noakhali,,20:45,1.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,2.0,Harinarayanpur,20:52,20:52,1.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,3.0,Maizdee Court,21:00,21:00,1.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,4.0,Maizdee,21:07,21:07,1.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,5.0,Choumuhani,21:23,21:23,1.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,6.0,Bajra,21:35,21:35,1.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,7.0,Sonaimuri,21:48,21:48,1.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,8.0,Bipulashar,21:58,21:58,1.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,9.0,Nathertua,22:08,22:08,1.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,10.0,Khila,22:18,22:18,1.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,11.0,Doulatganj,22:32,22:32,1.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,12.0,Laksam Jn,22:55,22:55,1.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,13.0,Cumilla,23:29,23:29,1.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,14.0,Akhaura Jn,00:30,00:30,2.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,15.0,Brahmanbaria,00:54,00:54,2.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,16.0,Ashuganj,01:13,01:13,2.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,17.0,Bhairab Bazar Jn,01:32,01:32,2.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,18.0,Doulat Kandi,01:40,01:40,2.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,19.0,Amirganj,02:05,02:05,2.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,20.0,Narsingdi,02:18,02:18,2.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,21.0,Jinardi,02:27,02:27,2.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,22.0,Ghorashal Flag,02:39,02:39,2.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,23.0,Tongi Jn,03:29,03:29,2.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,24.0,Dhaka Airport,03:40,03:40,2.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,25.0,Dhaka Cantonment,03:52,03:52,2.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,26.0,Tejgaon,04:02,04:02,2.0,20.0
11,Noakhali Mail,Noakhali,Dhaka,,27.0,Dhaka,06:15,,2.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,1.0,Dhaka,,19:10,1.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,2.0,Tejgaon,19:23,19:23,1.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,3.0,Dhaka Cantonment,19:34,19:34,1.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,4.0,Dhaka Airport,19:45,19:45,1.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,5.0,Tongi Jn,19:57,19:57,1.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,6.0,Arikhola,20:20,20:20,1.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,7.0,Ghorashal Flag,20:32,20:32,1.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,8.0,Jinardi,20:44,20:44,1.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,9.0,Narsingdi,20:55,20:55,1.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,10.0,Amirganj,21:05,21:05,1.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,11.0,Khanabari,21:15,21:15,1.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,12.0,Methikanda,21:30,21:30,1.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,13.0,Doulat Kandi,21:45,21:45,1.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,14.0,Bhairab Bazar Jn,22:02,22:02,1.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,15.0,Ashuganj,22:12,22:12,1.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,16.0,Talshahar,22:22,22:22,1.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,17.0,Brahmanbaria,22:38,22:38,1.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,18.0,Akhaura Jn,23:20,23:20,1.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,19.0,Cumilla,00:13,00:13,2.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,20.0,Laksam Jn,00:50,00:50,2.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,21.0,Khila,01:07,01:07,2.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,22.0,Nathertua,01:19,01:19,2.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,23.0,Bipulashar,01:30,01:30,2.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,24.0,Sonaimuri,01:42,01:42,2.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,25.0,Bajra,01:53,01:53,2.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,26.0,Choumuhani,02:07,02:07,2.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,27.0,Maizdee,02:20,02:20,2.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,28.0,Maizdee Court,02:31,02:31,2.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,29.0,Harinarayanpur,02:37,02:37,2.0,20.0
12,Noakhali Mail,Dhaka,Noakhali,,30.0,Noakhali,02:55,,2.0,20.0
13,Jalalabad Mail,Chattogram,Sylhet,,1.0,Chattogram,,20:00,1.0,20.0
13,Jalalabad Mail,Chattogram,Sylhet,,2.0,Pahartali,20:15,20:15,1.0,20.0
13,Jalalabad Mail,Chattogram,Sylhet,,3.0,Bhatiari,20:29,20:29,1.0,20.0
13,Jalalabad Mail,Chattogram,Sylhet,,4.0,Kumira,20:44,20:44,1.0,20.0
13,Jalalabad Mail,Chattogram,Sylhet,,5.0,Sitakund,21:03,21:03,1.0,20.0
13,Jalalabad Mail,Chattogram,Sylhet,,6.0,Chinoki Astana,21:40,21:40,1.0,20.0
13,Jalalabad Mail,Chattogram,Sylhet,,7.0,Fazilpur,21:55,21:55,1.0,20.0
13,Jalalabad Mail,Chattogram,Sylhet,,8.0,Feni,22:20,22:20,1.0,20.0
13,Jalalabad Mail,Chattogram,Sylhet,,9.0,Gunabati,22:38,22:38,1.0,20.0
13,Jalalabad Mail,Chattogram,Sylhet,,10.0,Hasanpur,22:52,22:52,1.0,20.0
13,Jalalabad Mail,Chattogram,Sylhet,,11.0,Nangalkot,23:02,23:02,1.0,20.0
13,Jalalabad Mail,Chattogram,Sylhet,,12.0,Laksam Jn,23:30,23:30,1.0,20.0
13,Jalalabad Mail,Chattogram,Sylhet,,13.0,Cumilla,00:21,00:21,2.0,20.0
13,Jalalabad Mail,Chattogram,Sylhet,,14.0,Akhaura Jn,01:35,01:35,2.0,20.0
13,Jalalabad Mail,Chattogram,Sylhet,,15.0,Mukundapur,02:22,02:22,2.0,20.0
13,Jalalabad Mail,Chattogram,Sylhet,,16.0,Harashpur,02:35,02:35,2.0,20.0
13,Jalalabad Mail,Chattogram,Sylhet,,17.0,Mantala,03:06,03:06,2.0,20.0
13,Jalalabad Mail,Chattogram,Sylhet,,18.0,Nayapara,03:28,03:28,2.0,20.0
13,Jalalabad Mail,Chattogram,Sylhet,,19.0,Shahjibazar,03:41,03:41,2.0,20.0
13,Jalalabad Mail,Chattogram,Sylhet,,20.0,Shaistaganj Jn,04:03,04:03,2.0,20.0
801,Chattala Express,Chattogram,Dhaka,Friday,1.0,Chattogram,,06:00,1.0,15.0
801,Chattala Express,Chattogram,Dhaka,Friday,2.0,Kumira,06:28,06:28,1.0,15.0
801,Chattala Express,Chattogram,Dhaka,Friday,3.0,Feni,07:31,07:31,1.0,15.0
801,Chattala Express,Chattogram,Dhaka,Friday,4.0,Hasanpur,07:54,07:54,1.0,15.0
801,Chattala Express,Chattogram,Dhaka,Friday,5.0,Nangalkot,08:04,08:04,1.0,15.0
801,Chattala Express,Chattogram,Dhaka,Friday,6.0,Laksam Jn,08:20,08:20,1.0,15.0
801,Chattala Express,Chattogram,Dhaka,Friday,7.0,Cumilla,08:44,08:44,1.0,15.0
801,Chattala Express,Chattogram,Dhaka,Friday,8.0,Shashidal,09:07,09:07,1.0,15.0
801,Chattala Express,Chattogram,Dhaka,Friday,9.0,Kasba,09:41,09:41,1.0,15.0
801,Chattala Express,Chattogram,Dhaka,Friday,10.0,Akhaura Jn,10:08,10:08,1.0,15.0
801,Chattala Express,Chattogram,Dhaka,Friday,11.0,Brahmanbaria,10:29,10:29,1.0,15.0
801,Chattala Express,Chattogram,Dhaka,Friday,12.0,Bhairab Bazar Jn,10:53,10:53,1.0,15.0
801,Chattala Express,Chattogram,Dhaka,Friday,13.0,Methikanda,11:10,11:10,1.0,15.0
801,Chattala Express,Chattogram,Dhaka,Friday,14.0,Narsingdi,11:30,11:30,1.0,15.0
801,Chattala Express,Chattogram,Dhaka,Friday,15.0,Dhaka Airport,12:13,12:13,1.0,15.0
801,Chattala Express,Chattogram,Dhaka,Friday,16.0,Dhaka,12:40,,1.0,14.0
802,Chattala Express,Dhaka,Chattogram,Friday,1.0,Dhaka,,14:15,1.0,15.0
802,Chattala Express,Dhaka,Chattogram,Friday,2.0,Dhaka Airport,14:43,14:43,1.0,15.0
802,Chattala Express,Dhaka,Chattogram,Friday,3.0,Narsingdi,15:23,15:23,1.0,15.0
802,Chattala Express,Dhaka,Chattogram,Friday,4.0,Methikanda,15:43,15:43,1.0,15.0
802,Chattala Express,Dhaka,Chattogram,Friday,5.0,Bhairab Bazar Jn,16:00,16:00,1.0,15.0
802,Chattala Express,Dhaka,Chattogram,Friday,6.0,Brahmanbaria,16:23,16:23,1.0,15.0
802,Chattala Express,Dhaka,Chattogram,Friday,7.0,Akhaura Jn,16:45,16:45,1.0,15.0
802,Chattala Express,Dhaka,Chattogram,Friday,8.0,Kasba,17:03,17:03,1.0,15.0
802,Chattala Express,Dhaka,Chattogram,Friday,9.0,Shashidal,17:18,17:18,1.0,15.0
802,Chattala Express,Dhaka,Chattogram,Friday,10.0,Cumilla,17:42,17:42,1.0,15.0
802,Chattala Express,Dhaka,Chattogram,Friday,11.0,Laksam Jn,18:07,18:07,1.0,15.0
802,Chattala Express,Dhaka,Chattogram,Friday,12.0,Nangalkot,18:23,18:23,1.0,15.0
802,Chattala Express,Dhaka,Chattogram,Friday,13.0,Hasanpur,18:32,18:32,1.0,15.0
802,Chattala Express,Dhaka,Chattogram,Friday,14.0,Feni,18:55,18:55,1.0,15.0
802,Chattala Express,Dhaka,Chattogram,Friday,15.0,Kumira,19:58,19:58,1.0,15.0
802,Chattala Express,Dhaka,Chattogram,Friday,16.0,Chattogram,20:30,,1.0,15.0
803,Banglabandha Express,Rajshahi,Panchagarh,Friday,1.0,Rajshahi,,21:00,1.0,15.0
803,Banglabandha Express,Rajshahi,Panchagarh,Friday,2.0,Abdulpur Jn,22:00,22:00,1.0,15.0
803,Banglabandha Express,Rajshahi,Panchagarh,Friday,3.0,Natore,22:20,22:20,1.0,15.0
803,Banglabandha Express,Rajshahi,Panchagarh,Friday,4.0,Madhanagar,22:48,22:48,1.0,15.0
803,Banglabandha Express,Rajshahi,Panchagarh,Friday,5.0,Ahsanganj,22:59,22:59,1.0,15.0
803,Banglabandha Express,Rajshahi,Panchagarh,Friday,6.0,Santahar Jn,23:25,23:25,1.0,15.0
803,Banglabandha Express,Rajshahi,Panchagarh,Friday,7.0,Akkelpur,23:47,23:47,1.0,15.0
803,Banglabandha Express,Rajshahi,Panchagarh,Friday,8.0,Joypurhat,00:04,00:04,2.0,15.0
803,Banglabandha Express,Rajshahi,Panchagarh,Friday,9.0,Panchbibi,00:17,00:17,2.0,15.0
803,Banglabandha Express,Rajshahi,Panchagarh,Friday,10.0,Birampur,00:40,00:40,2.0,15.0
803,Banglabandha Express,Rajshahi,Panchagarh,Friday,11.0,Phulbari,01:01,01:01,2.0,15.0
803,Banglabandha Express,Rajshahi,Panchagarh,Friday,12.0,Parbatipur Jn,01:50,01:50,2.0,15.0
803,Banglabandha Express,Rajshahi,Panchagarh,Friday,13.0,Chirirbandar,02:07,02:07,2.0,15.0
803,Banglabandha Express,Rajshahi,Panchagarh,Friday,14.0,Dinajpur,02:30,02:30,2.0,15.0
803,Banglabandha Express,Rajshahi,Panchagarh,Friday,15.0,Setabganj,03:03,03:03,2.0,15.0
803,Banglabandha Express,Rajshahi,Panchagarh,Friday,16.0,Pirganj,03:19,03:19,2.0,15.0
803,Banglabandha Express,Rajshahi,Panchagarh,Friday,17.0,Shibganj,03:36,03:36,2.0,15.0
803,Banglabandha Express,Rajshahi,Panchagarh,Friday,18.0,Thakurgaon,03:47,03:47,2.0,15.0
803,Banglabandha Express,Rajshahi,Panchagarh,Friday,19.0,Ruhea,04:04,04:04,2.0,15.0
803,Banglabandha Express,Rajshahi,Panchagarh,Friday,20.0,Kismat,04:17,04:17,2.0,15.0
803,Banglabandha Express,Rajshahi,Panchagarh,Friday,21.0,Panchagarh,04:40,,2.0,15.0
804,Banglabandha Express,Panchagarh,Rajshahi,Saturday,1.0,Panchagarh,,09:00,1.0,15.0
804,Banglabandha Express,Panchagarh,Rajshahi,Saturday,2.0,Kismat,09:20,09:20,1.0,15.0
804,Banglabandha Express,Panchagarh,Rajshahi,Saturday,3.0,Ruhea,09:31,09:31,1.0,15.0
804,Banglabandha Express,Panchagarh,Rajshahi,Saturday,4.0,Thakurgaon,09:50,09:50,1.0,15.0
804,Banglabandha Express,Panchagarh,Rajshahi,Saturday,5.0,Shibganj,09:59,09:59,1.0,15.0
804,Banglabandha Express,Panchagarh,Rajshahi,Saturday,6.0,Pirganj,10:17,10:17,1.0,15.0
804,Banglabandha Express,Panchagarh,Rajshahi,Saturday,7.0,Setabganj,10:36,10:36,1.0,15.0
804,Banglabandha Express,Panchagarh,Rajshahi,Saturday,8.0,Dinajpur,11:15,11:15,1.0,15.0
804,Banglabandha Express,Panchagarh,Rajshahi,Saturday,9.0,Chirirbandar,11:36,11:36,1.0,15.0
804,Banglabandha Express,Panchagarh,Rajshahi,Saturday,10.0,Parbatipur Jn,12:20,12:20,1.0,15.0
804,Banglabandha Express,Panchagarh,Rajshahi,Saturday,11.0,Phulbari,12:41,12:41,1.0,15.0
804,Banglabandha Express,Panchagarh,Rajshahi,Saturday,12.0,Birampur,12:55,12:55,1.0,15.0
804,Banglabandha Express,Panchagarh,Rajshahi,Saturday,13.0,Panchbibi,13:32,13:32,1.0,15.0
804,Banglabandha Express,Panchagarh,Rajshahi,Saturday,14.0,Joypurhat,13:46,13:46,1.0,15.0
804,Banglabandha Express,Panchagarh,Rajshahi,Saturday,15.0,Akkelpur,14:14,14:14,1.0,15.0
804,Banglabandha Express,Panchagarh,Rajshahi,Saturday,16.0,Santahar Jn,14:45,14:45,1.0,15.0
804,Banglabandha Express,Panchagarh,Rajshahi,Saturday,17.0,Ahsanganj,15:09,15:09,1.0,15.0
804,Banglabandha Express,Panchagarh,Rajshahi,Saturday,18.0,Madhanagar,15:20,15:20,1.0,15.0
804,Banglabandha Express,Panchagarh,Rajshahi,Saturday,19.0,Natore,15:37,15:37,1.0,15.0
804,Banglabandha Express,Panchagarh,Rajshahi,Saturday,20.0,Abdulpur Jn,16:15,16:15,1.0,15.0
804,Banglabandha Express,Panchagarh,Rajshahi,Saturday,21.0,Rajshahi,17:15,,1.0,15.0
805,Chilahati Express,Dhaka,Chilahati,Saturday,1.0,Dhaka,,17:00,1.0,15.0
805,Chilahati Express,Dhaka,Chilahati,Saturday,2.0,Dhaka Airport,17:28,17:28,1.0,15.0
805,Chilahati Express,Dhaka,Chilahati,Saturday,3.0,Joydebpur,17:54,17:54,1.0,15.0
805,Chilahati Express,Dhaka,Chilahati,Saturday,4.0,Ishwardi Bypass,20:57,20:57,1.0,15.0
805,Chilahati Express,Dhaka,Chilahati,Saturday,5.0,Natore,21:30,21:30,1.0,15.0
805,Chilahati Express,Dhaka,Chilahati,Saturday,6.0,Santahar Jn,22:35,22:35,1.0,15.0
805,Chilahati Express,Dhaka,Chilahati,Saturday,7.0,Joypurhat,23:22,23:22,1.0,15.0
805,Chilahati Express,Dhaka,Chilahati,Saturday,8.0,Birampur,23:53,23:53,1.0,15.0
805,Chilahati Express,Dhaka,Chilahati,Saturday,9.0,Phulbari,00:06,00:06,2.0,15.0
805,Chilahati Express,Dhaka,Chilahati,Saturday,10.0,Parbatipur Jn,01:00,01:00,2.0,15.0
805,Chilahati Express,Dhaka,Chilahati,Saturday,11.0,Saidpur,01:22,01:22,2.0,15.0
805,Chilahati Express,Dhaka,Chilahati,Saturday,12.0,Nilphamari,01:44,01:44,2.0,15.0
805,Chilahati Express,Dhaka,Chilahati,Saturday,13.0,Domar,02:03,02:03,2.0,15.0
805,Chilahati Express,Dhaka,Chilahati,Saturday,14.0,Chilahati,02:45,,2.0,15.0
806,Chilahati Express,Chilahati,Dhaka,Saturday,1.0,Chilahati,,06:00,1.0,15.0
806,Chilahati Express,Chilahati,Dhaka,Saturday,2.0,Domar,06:21,06:21,1.0,15.0
806,Chilahati Express,Chilahati,Dhaka,Saturday,3.0,Nilphamari,06:40,06:40,1.0,15.0
806,Chilahati Express,Chilahati,Dhaka,Saturday,4.0,Saidpur,07:04,07:04,1.0,15.0
806,Chilahati Express,Chilahati,Dhaka,Saturday,5.0,Parbatipur Jn,07:30,07:30,1.0,15.0
806,Chilahati Express,Chilahati,Dhaka,Saturday,6.0,Phulbari,07:50,07:50,1.0,15.0
806,Chilahati Express,Chilahati,Dhaka,Saturday,7.0,Birampur,08:03,08:03,1.0,15.0
806,Chilahati Express,Chilahati,Dhaka,Saturday,8.0,Joypurhat,08:35,08:35,1.0,15.0
806,Chilahati Express,Chilahati,Dhaka,Saturday,9.0,Santahar Jn,09:20,09:20,1.0,15.0
806,Chilahati Express,Chilahati,Dhaka,Saturday,10.0,Natore,10:04,10:04,1.0,15.0
806,Chilahati Express,Chilahati,Dhaka,Saturday,11.0,Ishwardi Bypass,10:36,10:36,1.0,15.0
806,Chilahati Express,Chilahati,Dhaka,Saturday,12.0,Joydebpur,13:55,13:55,1.0,15.0
806,Chilahati Express,Chilahati,Dhaka,Saturday,13.0,Dhaka Airport,14:25,14:25,1.0,15.0
806,Chilahati Express,Chilahati,Dhaka,Saturday,14.0,Dhaka,14:55,,1.0,15.0
807,Pabna Express,Dhaka,Pabna,Wednesday,1.0,Dhaka,,15:25,1.0,15.0
807,Pabna Express,Dhaka,Pabna,Wednesday,2.0,Dhaka Airport,15:53,15:53,1.0,15.0
807,Pabna Express,Dhaka,Pabna,Wednesday,3.0,Tangail,17:20,17:20,1.0,15.0
